Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
1465,Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,de Bundesliga,19-074,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1466,Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23-263,1997,17.3,31,1.79,24,1,5,1,0,0,5,0.29,5,0,0,0,0,0,0,Matches
1467,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,27-186,1993,17.7,13,0.74,11,0,0,1,1,0,1,0.06,1,0,0,0,0,0,0,Matches
1468,Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,39-049,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1469,Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,23-020,1998,16.4,28,1.71,20,0,2,2,1,3,4,0.24,2,0,1,1,0,0,0,Matches
1470,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,36-140,1984,4.1,4,0.98,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1471,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,25-179,1995,13.6,5,0.37,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1472,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22-306,1998,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1473,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28-027,1993,29.0,25,0.86,18,0,1,4,1,1,6,0.21,4,0,0,1,0,1,0,Matches
1474,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20-332,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1475,Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21-273,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1476,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,30-039,1991,18.1,71,3.93,51,6,5,6,1,2,10,0.55,5,1,2,1,0,1,0,Matches
1477,Arne Maier\Arne-Maier,de GER,MFFW,Arminia,de Bundesliga,22-083,1999,4.9,9,1.84,6,1,0,1,0,1,1,0.20,1,0,0,0,0,0,0,Matches
1478,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,22-083,1999,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1479,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,25-090,1996,22.3,61,2.74,49,0,4,2,4,2,10,0.45,6,0,2,1,1,0,0,Matches
1480,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,25-124,1995,30.0,3,0.10,1,2,0,0,0,0,1,0.03,1,0,0,0,0,0,0,Matches
1481,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,23-215,1997,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0,0,Matches
1482,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,23-215,1997,7.0,11,1.57,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1483,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,eng Premier League,22-095,1998,6.1,11,1.80,6,0,3,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1484,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22-095,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1485,Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,21-136,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1486,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29-194,1991,6.1,6,0.98,1,0,0,2,3,0,0,0.00,0,0,0,0,0,0,0,Matches
1487,Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19-327,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1488,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22-293,1998,3.6,4,1.12,4,0,0,0,0,0,1,0.28,1,0,0,0,0,0,0,Matches
1489,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,26-065,1995,22.2,27,1.22,22,0,1,1,1,2,1,0.05,0,0,0,1,0,0,0,Matches
1490,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,29-127,1991,12.4,7,0.56,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1491,Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,19-154,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1492,Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,28-134,1992,5.3,5,0.95,3,0,1,0,0,1,2,0.38,1,0,1,0,0,0,0,Matches
1493,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29-244,1991,2.2,3,1.39,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1494,Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29-244,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1495,Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,19-172,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1496,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27-332,1993,13.8,81,5.89,52,16,4,2,6,1,6,0.44,5,1,0,0,0,0,0,Matches
1497,Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,29-036,1992,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1498,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29-283,1991,24.0,30,1.25,26,0,1,2,1,0,1,0.04,1,0,0,0,0,0,0,Matches
1499,Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,25-171,1995,18.9,17,0.90,14,0,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
1500,Dennis Man\Dennis-Man,ro ROU,FW,Parma,it Serie A,22-218,1998,3.9,10,2.58,8,0,1,0,1,0,2,0.52,2,0,0,0,0,0,0,Matches
1501,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,21-094,1999,5.0,4,0.80,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1502,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31-265,1989,19.7,22,1.12,19,3,0,0,0,0,1,0.05,0,1,0,0,0,0,0,Matches
1503,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,24-349,1996,23.7,22,0.93,18,0,0,2,0,2,2,0.08,2,0,0,0,0,0,0,Matches
1504,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36-004,1985,29.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1505,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,27-070,1994,16.8,24,1.43,24,0,0,0,0,0,3,0.18,3,0,0,0,0,0,0,Matches
1506,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,29-161,1991,20.6,7,0.34,6,0,0,1,0,0,1,0.05,0,0,0,1,0,0,0,Matches
1507,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23-276,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,0,Matches
1508,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23-276,1997,7.0,11,1.57,5,3,0,2,1,0,3,0.43,1,1,0,1,0,0,0,Matches
1509,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34-315,1986,0.9,1,1.13,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1510,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,28-356,1992,24.1,93,3.86,66,0,7,7,12,1,9,0.37,4,0,0,3,1,1,0,Matches
1511,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,30-047,1991,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1512,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,23-014,1998,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1,0,Matches
1513,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,33-337,1987,22.8,45,1.97,31,13,0,1,0,0,5,0.22,3,2,0,0,0,0,0,Matches
1514,Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,fr Ligue 1,33-030,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1515,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,29-291,1991,16.8,12,0.72,10,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1516,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26-331,1994,9.1,8,0.88,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1517,Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,it Serie A,24-111,1996,3.0,5,1.66,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1518,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,22-046,1999,9.9,26,2.64,19,0,2,2,2,1,4,0.41,1,0,1,1,1,0,0,Matches
1519,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22-269,1998,10.1,13,1.28,11,0,0,1,0,1,1,0.10,1,0,0,0,0,0,0,Matches
1520,Sekou Mara\Sekou-Mara,fr FRA,MFDF,Bordeaux,fr Ligue 1,18-245,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1521,Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,24-163,1996,9.1,13,1.43,8,0,2,1,2,0,3,0.33,2,0,0,0,1,0,0,Matches
1522,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,32-041,1989,6.8,3,0.44,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1523,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,32-041,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1524,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,32-324,1988,7.0,19,2.73,13,1,4,1,0,0,3,0.43,3,0,0,0,0,0,0,Matches
1525,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,33-316,1987,25.3,24,0.95,22,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
1526,Solly March\Solly-March,eng ENG,DF,Brighton,eng Premier League,26-255,1994,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0,0,Matches
1527,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,38-053,1983,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1528,Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,it Serie A,23-006,1998,12.0,16,1.33,11,5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1529,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,29-045,1992,25.0,30,1.20,23,0,0,4,2,1,4,0.16,3,0,0,0,1,0,0,Matches
1530,Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,es La Liga,30-302,1990,21.8,16,0.74,15,1,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
1531,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,31-352,1989,10.5,12,1.14,12,0,0,0,0,0,3,0.28,3,0,0,0,0,0,0,Matches
1532,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,21-184,1999,4.5,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1533,José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,33-116,1987,8.9,9,1.01,6,0,1,0,1,1,1,0.11,1,0,0,0,0,0,0,Matches
1534,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,27-213,1993,7.0,1,0.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1535,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,26-071,1995,13.7,4,0.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1536,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,27-243,1993,4.1,6,1.48,3,0,1,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1537,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,29-184,1991,8.1,7,0.86,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1538,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,24-082,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1539,Adrián Marín\Adrian-Marin,es ESP,DF,Granada,es La Liga,24-082,1997,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0,0,Matches
1540,Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24-313,1996,25.3,66,2.61,38,26,0,0,1,1,4,0.16,2,2,0,0,0,0,0,Matches
1541,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26-330,1994,15.5,8,0.52,6,0,0,0,0,2,2,0.13,1,0,0,0,0,1,0,Matches
1542,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,25-206,1995,13.0,10,0.77,8,1,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
1543,Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22-053,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1544,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26-322,1994,18.6,10,0.54,9,0,0,1,0,0,5,0.27,4,0,0,1,0,0,0,Matches
1545,Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,31-004,1990,15.1,3,0.20,2,0,0,0,0,1,1,0.07,0,0,0,0,0,1,0,Matches
1546,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,30-088,1991,17.8,25,1.41,18,0,2,3,1,1,4,0.23,4,0,0,0,0,0,0,Matches
1547,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,25-117,1995,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0,0,Matches
1548,Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,23-344,1997,8.8,6,0.68,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1549,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,23-344,1997,2.9,5,1.72,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1550,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,23-066,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1551,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,30-357,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0,0,Matches
1552,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19-287,2001,2.4,4,1.64,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1553,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24-326,1996,12.1,15,1.24,10,0,2,1,1,1,1,0.08,1,0,0,0,0,0,0,Matches
1554,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,28-211,1992,28.0,4,0.14,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
1555,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29-319,1991,22.0,12,0.55,11,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
1556,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,21-100,1999,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1557,Javi Martínez\Javi-Martinez,es ESP,MFDF,Bayern Munich,de Bundesliga,32-211,1988,3.5,2,0.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1558,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,23-222,1997,20.4,57,2.79,42,0,4,3,4,4,10,0.49,6,0,0,1,2,1,0,Matches
1559,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,32-039,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0,Matches
1560,Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25-325,1995,14.4,39,2.71,27,0,5,3,3,1,7,0.49,4,0,1,1,1,0,0,Matches
1561,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,28-166,1992,23.2,48,2.07,40,1,1,5,0,1,5,0.22,4,0,0,1,0,0,0,Matches
1562,Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34-351,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0,0,Matches
1563,Marvin\Marvin,es ESP,DFFW,Real Madrid,es La Liga,20-272,2000,1.0,1,1.02,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1564,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,28-058,1993,15.6,10,0.64,8,2,0,0,0,0,1,0.06,0,1,0,0,0,0,0,Matches
1565,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,35-055,1986,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1566,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,32-088,1989,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1567,Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20-171,2000,3.9,12,3.09,5,0,3,2,2,0,2,0.52,0,0,0,1,1,0,0,Matches
1568,Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,it Serie A,29-174,1991,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1569,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,27-145,1993,9.4,29,3.07,20,2,4,2,1,0,2,0.21,2,0,0,0,0,0,0,Matches
1570,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,32-159,1988,15.8,28,1.77,23,0,1,1,3,0,2,0.13,1,0,1,0,0,0,0,Matches
1571,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,eng Premier League,32-338,1988,3.8,18,4.79,12,4,0,2,0,0,5,1.33,3,1,0,1,0,0,0,Matches
1572,Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,18-199,2002,9.8,25,2.56,21,1,1,1,0,1,2,0.20,2,0,0,0,0,0,0,Matches
1573,Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,19-045,2002,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1574,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23-277,1997,1.9,3,1.59,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
1575,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23-277,1997,11.1,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0,0,Matches
1576,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,32-243,1988,10.2,18,1.77,16,0,0,2,0,0,3,0.30,3,0,0,0,0,0,0,Matches
1577,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,29-236,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,0,Matches
1578,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,20-204,2000,2.4,4,1.64,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
1579,Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,28-033,1993,0.1,3,20.77,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1580,Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18-321,2002,3.8,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1581,Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25-261,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1582,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,24-230,1996,22.8,70,3.07,45,0,10,5,8,2,8,0.35,5,0,0,1,2,0,0,Matches
1583,Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,27-010,1994,5.0,27,5.45,17,6,2,1,1,0,4,0.81,1,3,0,0,0,0,0,Matches
1584,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22-305,1998,16.0,34,2.13,17,1,6,4,5,1,4,0.25,1,0,2,1,0,0,0,Matches
1585,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23-111,1997,11.7,7,0.60,5,0,0,2,0,0,2,0.17,1,0,0,1,0,0,0,Matches
1586,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,MFFW,Bayern Munich,de Bundesliga,32-009,1989,4.8,7,1.47,5,0,1,0,1,0,1,0.21,0,0,0,0,1,0,0,Matches
1587,Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,23-361,1997,11.1,38,3.43,25,0,2,5,3,3,7,0.63,3,0,1,1,2,0,0,Matches
1588,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,23-361,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1589,Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22-281,1998,2.3,11,4.81,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
1590,Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,31-242,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1591,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25-347,1995,12.1,21,1.73,16,1,0,1,3,0,3,0.25,3,0,0,0,0,0,0,Matches
1592,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,22-102,1998,20.7,86,4.16,59,0,14,6,7,0,22,1.06,12,0,6,1,3,0,0,Matches
1593,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,26-133,1994,3.3,3,0.90,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1594,Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,21-036,2000,11.8,15,1.28,7,2,1,0,4,1,2,0.17,1,0,0,0,1,0,0,Matches
1595,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MF,Reims,fr Ligue 1,19-016,2002,17.7,42,2.37,31,2,0,2,6,1,5,0.28,3,0,0,1,1,0,0,Matches
1596,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,33-176,1987,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0,0,Matches
1597,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,24-301,1996,13.7,26,1.90,22,0,0,3,1,0,2,0.15,1,0,0,0,1,0,0,Matches
1598,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,31-119,1989,25.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
1599,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,30-140,1990,6.0,6,1.00,4,1,0,0,0,1,1,0.17,0,0,0,0,0,1,0,Matches
1600,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,26-165,1994,27.0,72,2.67,59,1,3,2,6,1,10,0.37,6,1,1,1,1,0,0,Matches
1601,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,33-123,1987,18.0,33,1.83,21,1,5,0,4,2,1,0.06,1,0,0,0,0,0,0,Matches
1602,Weston McKennie\Weston-McKennie,us USA,MF,Juventus,it Serie A,22-216,1998,13.7,42,3.06,34,0,3,4,1,0,4,0.29,3,0,0,1,0,0,0,Matches
1603,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,21-130,1999,25.7,56,2.18,31,16,2,1,5,1,5,0.19,2,2,1,0,0,0,0,Matches
1604,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,24-114,1996,17.9,27,1.51,19,0,0,1,5,2,3,0.17,1,0,0,0,1,1,0,Matches
1605,Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,it Serie A,33-241,1987,5.1,3,0.59,3,0,0,0,0,0,1,0.20,1,0,0,0,0,0,0,Matches
1606,Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,fr Ligue 1,21-308,1999,19.7,21,1.07,19,2,0,0,0,0,1,0.05,0,1,0,0,0,0,0,Matches
1607,Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,de Bundesliga,23-175,1997,5.2,4,0.77,4,0,0,0,0,0,1,0.19,1,0,0,0,0,0,0,Matches
